罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,被害者の年齢,被害者の職業,施錠関係
窃盗,自転車盗,南,東蒔田町,141054,神奈川県,横浜市南区,東蒔田町,2020/6/16,20,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,東蒔田町,141054,神奈川県,横浜市南区,堀ノ内町１丁目,2020/4/12,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,2020/6/9,19,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,南,東蒔田町,141054,神奈川県,横浜市南区,蒔田町,2020/6/10,19,４階建て以上共同住宅,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,南,中村橋,141054,神奈川県,横浜市南区,中村町４丁目,2020/12/11,7,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,南,中村橋,141054,神奈川県,横浜市南区,睦町１丁目,2020/5/15,10,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,八幡町,141054,神奈川県,横浜市南区,中村町２丁目,2019/12/30,23,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,八幡町,141054,神奈川県,横浜市南区,中村町２丁目,2020/6/7,22,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,南,八幡町,141054,神奈川県,横浜市南区,中村町３丁目,2020/10/24,23,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,山王町３丁目,2020/9/17,20,４階建て以上共同住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,白金町１丁目,2020/9/21,5,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,白金町１丁目,2020/9/21,13,４階建て以上共同住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,西中町３丁目,2020/11/30,9,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,西中町４丁目,2020/9/16,20,一戸建住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,日枝町１丁目,2020/8/13,13,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,日枝町２丁目,2020/9/19,18,４階建て以上共同住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,日枝町２丁目,2020/10/12,12,その他の住宅（３階建て以下共同住宅等）,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,日枝町５丁目,2020/9/16,16,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,二葉町２丁目,2020/10/15,13,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,前里町３丁目,2020/5/30,1,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,前里町３丁目,2020/6/5,20,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,前里町４丁目,2020/10/16,12,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町１丁目,2020/1/20,10,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町２丁目,2020/11/14,16,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町３丁目,2020/4/9,18,４階建て以上共同住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町４丁目,2020/2/3,15,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,吉野町,141054,神奈川県,横浜市南区,吉野町５丁目,2019/8/1,6,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,久保山,141054,神奈川県,横浜市南区,庚台,2020/6/9,18,４階建て以上共同住宅,その他,20歳代,大学生,施錠せず
窃盗,自転車盗,南,久保山,141054,神奈川県,横浜市南区,庚台,2020/6/24,8,一戸建住宅,その他,10歳代,その他,施錠せず
窃盗,自転車盗,南,久保山,141054,神奈川県,横浜市南区,庚台,2020/10/31,6,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,久保山,141054,神奈川県,横浜市南区,三春台,2019/12/1,16,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,清水ケ丘,2020/4/19,18,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/2/17,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/3/18,20,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/8/21,10,その他,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/9/5,12,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/9/24,12,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/10/14,19,一戸建住宅,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田１丁目,2020/11/3,17,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田２丁目,2020/4/9,18,一戸建住宅,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田２丁目,2020/8/6,14,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田２丁目,2020/8/16,5,その他,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田４丁目,2020/1/30,8,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,南太田,141054,神奈川県,横浜市南区,南太田４丁目,2020/2/11,9,道路上,その他,10歳代,中学生,施錠せず
窃盗,自転車盗,南,大岡町,141054,神奈川県,横浜市南区,中里２丁目,2020/11/19,18,道路上,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,南,大岡町,141054,神奈川県,横浜市南区,別所１丁目,2020/4/10,14,その他,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,大岡町,141054,神奈川県,横浜市南区,別所１丁目,2020/4/11,11,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,南,大岡町,141054,神奈川県,横浜市南区,別所１丁目,2020/8/4,14,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷上町,2020/9/18,18,一戸建住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/2/5,8,道路上,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/4/22,11,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/6/16,7,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/8/4,13,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/9/12,23,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/10/31,3,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷下町,2020/12/12,5,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷中町,2020/8/13,12,４階建て以上共同住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,井土ケ谷中町,2020/9/30,8,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,永田南１丁目,2020/3/25,8,その他,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,永田南１丁目,2020/10/4,6,４階建て以上共同住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,井土ケ谷,141054,神奈川県,横浜市南区,永田南２丁目,2020/3/29,18,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,永田,141054,神奈川県,横浜市南区,永田北１丁目,2020/12/20,18,一戸建住宅,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,南,六ツ川,141054,神奈川県,横浜市南区,六ツ川１丁目,2020/8/25,13,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,南,別所町,141054,神奈川県,横浜市南区,別所４丁目,2020/7/17,16,一戸建住宅,その他,50歳代,その他,施錠せず
窃盗,自転車盗,南,大池,141054,神奈川県,横浜市南区,六ツ川１丁目,2020/5/17,18,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,大池,141054,神奈川県,横浜市南区,六ツ川２丁目,2020/12/4,18,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,大池,141054,神奈川県,横浜市南区,六ツ川４丁目,2020/5/29,19,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,大岡１丁目,2020/3/11,8,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,大岡１丁目,2020/11/5,16,一戸建住宅,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,大岡２丁目,2020/2/15,11,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,大岡２丁目,2020/6/7,19,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,大橋町３丁目,2020/12/16,13,一戸建住宅,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,弘明寺町,2020/8/14,19,道路上,その他,10歳代,高校生,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,花之木町１丁目,2020/4/5,12,一戸建住宅,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,花之木町１丁目,2020/8/23,23,道路上,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,花之木町１丁目,2020/8/26,21,４階建て以上共同住宅,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,宮元町１丁目,2019/12/28,7,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,宮元町２丁目,2020/1/30,17,一戸建住宅,その他,10歳代,小学生,施錠せず
窃盗,自転車盗,南,通町,141054,神奈川県,横浜市南区,宮元町２丁目,2020/6/8,14,道路上,その他,30歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,浦舟町３丁目,2020/11/8,12,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,永楽町１丁目,2020/12/16,18,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,白妙町３丁目,2020/4/23,9,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,白妙町３丁目,2020/10/23,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,高根町３丁目,2020/7/26,22,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,2020/5/15,9,４階建て以上共同住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,2020/6/7,20,道路上,その他,65-69歳,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,2020/8/23,21,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町１丁目,2020/8/29,11,一戸建住宅,その他,60-64歳,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町２丁目,2020/2/23,20,道路上,その他,50歳代,その他,施錠せず
窃盗,自転車盗,南,浦舟町,141054,神奈川県,横浜市南区,真金町２丁目,2020/8/3,22,その他の住宅（３階建て以下共同住宅等）,その他,40歳代,その他,施錠せず
窃盗,自転車盗,大和,,142123,神奈川県,厚木市,水引１丁目,2019/9/1,21,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,草柳２丁目,2020/2/12,7,一戸建住宅,その他,40歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2020/1/19,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2020/2/10,18,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2020/3/13,20,その他,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2020/3/14,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2020/3/30,9,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2020/7/20,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央２丁目,2020/1/26,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央２丁目,2020/7/12,17,その他,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央２丁目,2020/7/14,17,その他,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央２丁目,2020/10/5,18,その他の住宅（３階建て以下共同住宅等）,その他,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央２丁目,2020/12/2,14,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央４丁目,2020/12/27,21,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央５丁目,2020/9/14,17,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,中央６丁目,2020/6/6,17,一戸建住宅,その他,10歳未満,小学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,深見,,,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,深見,2020/6/2,20,４階建て以上共同住宅,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,深見,2020/6/14,11,一戸建住宅,その他,70歳以上,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,深見台１丁目,2020/8/4,18,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東１丁目,2020/1/19,13,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東１丁目,2020/2/19,14,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東１丁目,2020/6/8,20,４階建て以上共同住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東１丁目,2020/9/4,12,４階建て以上共同住宅,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東１丁目,2020/11/4,20,駐車（輪）場,駐車（輪）場,20歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/1/9,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/1/24,7,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/2/4,20,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/2/18,9,駐車（輪）場,駐車（輪）場,60-64歳,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/2/27,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/3/8,16,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/6/23,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/6/29,22,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/7/13,9,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/7/22,7,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/7/30,16,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/8/26,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/10/20,7,駐車（輪）場,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/11/5,7,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東２丁目,2020/12/7,8,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和東３丁目,2020/3/11,13,その他,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2019/9/5,12,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/1/25,9,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/2/14,17,道路上,その他,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/4/9,8,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/4/9,18,その他の住宅（３階建て以下共同住宅等）,その他,20歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/5/22,19,駐車（輪）場,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/6/4,16,駐車（輪）場,駐車（輪）場,10歳代,大学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/7/21,10,駐車（輪）場,駐車（輪）場,40歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/8/17,16,駐車（輪）場,駐車（輪）場,65-69歳,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/9/15,19,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/9/30,15,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/10/23,16,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南１丁目,2020/11/24,21,駐車（輪）場,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,大和南２丁目,2020/2/29,14,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,深見西２丁目,2020/7/1,18,４階建て以上共同住宅,駐車（輪）場,10歳代,中学生,施錠せず
窃盗,自転車盗,大和,大和駅前,142131,神奈川県,大和市,深見東２丁目,2020/1/20,20,その他,駐車（輪）場,30歳代,その他,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2020/8/16,13,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳,2020/11/20,7,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳７丁目,2020/6/30,5,４階建て以上共同住宅,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳８丁目,2020/2/20,21,４階建て以上共同住宅,駐車（輪）場,10歳代,小学生,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,上草柳８丁目,2020/11/10,15,一戸建住宅,その他,30歳代,その他,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,桜森３丁目,2020/6/1,16,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,大和,相模大塚駅前,142131,神奈川県,大和市,桜森３丁目,2020/8/18,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間,2020/5/7,19,４階建て以上共同住宅,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020/2/3,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020/2/7,18,その他,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020/2/9,12,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020/2/21,6,その他,駐車（輪）場,20歳代,大学生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2020/7/28,17,その他,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間２丁目,2020/6/16,18,一戸建住宅,その他,20歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間１丁目,2020/12/19,22,その他の住宅（３階建て以下共同住宅等）,その他,50歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間１丁目,2020/12/21,8,４階建て以上共同住宅,駐車（輪）場,50歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2020/2/29,19,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2020/7/15,8,駐車（輪）場,駐車（輪）場,10歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間２丁目,2020/8/31,17,駐車（輪）場,駐車（輪）場,10歳代,高校生,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間１丁目,2020/2/21,19,その他の住宅（３階建て以下共同住宅等）,駐車（輪）場,20歳代,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間１丁目,2020/5/27,15,４階建て以上共同住宅,駐車（輪）場,70歳以上,その他,施錠せず
窃盗,自転車盗,大和,鶴間駅前,142131,神奈川県,大和市,西鶴間１丁目,2020/9/10,9,駐車（輪）場,駐車（輪）場,20歳代,その他,施錠せず
